title,label,description,realInstalls,score,ratings,reviews,released,lastUpdatedOn,version,released_ym
TerraMow,3,"The TerraMow app is now compatible with the brand new V series wire-free AI vision robot mowers.



With the TerraMow app, you can achieve more control and insight. Create your mowing schedule, view real-time status updates, and assume remote control, all from your phone or other device.



To know more about TerraMow products and technical details, please visit our website: https://www.terramow.com/

If you have any question or need assistance, please get in touch with us in-app feedback feature or email us at: support@terramow.com",3387.0,0.0,0.0,0.0,"Apr 30, 2024",,Varies with device,2024-04
My Robot Wiper,3,"My Robot Wiper, it’s easy and fun!



My Robot Wiper is specifically created for Wiper Robot customers, to let them have a useful and fun experience with their lawn mower.



EASY SETTING – easily set up all the settings directly from your smartphone. (Now available only for the model Yard L400)



HAVE FUN – drive Wiper Robot manually through your garden and play with your family and friends!



BE UPDATED – stay tuned with the latest updates and upgrade your Wiper Robot directly through your app.



** IMPORTANT **

The Update function is not available for all mower.",21532.0,0.0,0.0,0.0,"Aug 2, 2015","Oct 17, 2025",4.1.0c-r77844,2015-08
NEXMOW,3,"Unlock business growth with NEXMOW! URSROBOT's cutting-edge robotic mower. Say goodbye to laborious mowing tasks and hello to enhanced efficiency. Whether solo or in a fleet, NEXMOW effortlessly handles expansive landscapes, freeing up your crew's time for impactful projects. Enjoy hassle-free operation with wire-free freedom, thanks to NEXMOW's boundary wire elimination. Plus, with satellite and 4G connectivity, achieve precise outdoor navigation with an unrivaled 2 cm accuracy, revolutionizing precision mowing.



NEXMOW key features include:



4G LTE & RTK Precision Remote Control

Professional-grade systematic mowing patterns boosts productivity.

Real-Time Remote Control with GPS tracking, productivity reports, and machine monitoring.

Cloud-Based Fleet Collaboration Management

Map large, complex fields or entire city parks with ease using our technology.

Deploy up to 10 mowers for 10X productivity, guided by AI for optimal patterns.

Automatic Safety Sensor

Multiple sensors enable obstacle avoidance, trigger alerts, and stop blades.

Security device tracks via GPS, alerts app on theft.",276.0,0.0,0.0,0.0,"Jan 19, 2022",,Varies with device,2022-01
Ambrogio Remote,3,"AMBROGIO REMOTE is specifically created for Ambrogio customers, to let them have a more userfriendly and interactive experience with their robotic lawn mower.

EASY SETTING  – Easily set up all the settings directly from your smartphone. 

BE UPDATE  –Stay tuned with the latest updates and upgrade your Ambrogio  directly through your App. Download manuals.

HAVE FUN – Drive Tech Robot manually through your garden and play with your family and friends.

REMOTE CONTROL – For latest mower. Connect and interact with the robot every time and everywhere.  Verify location isolate and/or work on specific areas of the garden, monitor the status of the robot and receive alerts when it comes out of the garden.",89566.0,1.55,1287.0,23.0,"Feb 10, 2014","Oct 17, 2025",4.1.0c-r77844,2014-02
Navimow,3,"Segway Navimow is an advanced robotic mower that uses a virtual boundary, eliminating the need for complicated perimeter wiring. Easy to operate and manage, Navimow gives you more free time to do the things you love and an effortlessly impeccable lawn with every use. 

With the help of Navimow app, you can:

1. Easily install and activate the device by following the detailed tutorials.

2. Create a virtual working zone for your mower. Understand your lawn area and create a corresponding map. Just remote control the mower to set up the boundary, off-limit area, and channel. Even multiple lawn areas can be managed at your fingertip. 

3. Set the mowing schedule. You can either choose to use the recommended schedule auto-generated based on your preferences or select the mowing time by yourself. 

4. Monitor the mower at any time. You can check the mower status, mowing progress, remote control the mower to start or stop working whenever you want. 

5. Personalize features and settings. Features like the cutting height, work mode can be adjusted with just a few clicks. 



Should you have any questions or suggestions, feel free to send an Email to: support-navimow@rlm.segway.com

To know more about Navimow models and technical details, please visit our website: https://navimow.segway.com",233671.0,4.61,7476.0,53.0,"Dec 30, 2021","Dec 4, 2025",3.3.1.02,2021-12
robobuddy,3,"Smart life, smart living\r\n1. Remote control: control home appliances from anywhere\r\n2. Timer: set timer to perform multiple functions \r\n3. Device sharing: One tap to share devices among family members\r\n4. Easy connection: easily and quickly connect App to devices",138.0,0.0,0.0,0.0,2022-11-16 00:00:00,,,2022-11
Stiga Autoclip robots,3,,,,,,,,,
U Mower,3,"U Mower APP is the official companion app for UBHOME Robotic Mower, designed to bring unprecedented convenience and intelligence to your lawn mowing experience.



Intelligent Map Creation: Quickly create a virtual map that includes work areas, no-go zones, and paths, allowing the Robotic mower to accurately grasp the layout of your yard.

Remote Control: Start or pause mowing tasks anytime, anywhere, and monitor progress in real-time to ensure tasks are completed efficiently.

Personalized Customization: Customize mowing height and speed according to the needs of different areas to meet your personalized needs.

Mowing Schedule Setting: Pre-set mowing plans, and the Robotic Mower will automatically execute mowing tasks according to the schedule.

Mowing task Recording: Keep detailed records of each mowing session, including time, task status, and more.

Remote Mowing: Control mowing through the APP, mow where you want, for more freedom.



U Mower —— Make mowing simple, smart, and reliable. Download now and enjoy the convenience of smart mowing.",268.0,0.0,0.0,0.0,"Oct 8, 2024",,Varies with device,2024-10
Kress Mission,3,"Your lawn at your fingertips.



The Kress Mission app features advanced tools to manage your lawn mowing effortlessly.





Once the size is known, the AutoSchedule function tells your Mission robot how long to work to ensure a perfectly manicured lawn all the time",60279.0,0.0,0.0,0.0,"Jul 21, 2018","May 24, 2025",2.1.11,2018-07
ECHO Robotics,3,"The Echo Robotics app gives you control to your robot, wherever you are. Check live status, battery level and performance of the last five days. Get easy overview of activities, parameters and schedule. Send any commands and get instant confirmation. Check robot GPS Location with associated alarms position. Search, sort, filter and group to compare robots.",5603.0,0.0,0.0,0.0,"Jun 29, 2018",,Varies with device,2018-06
BWT Robotics,3,"Experience seamless control with the BWT app, designed for the effortless management of BWT cleaning robots. The app connects via Bluetooth and Wi-Fi modules, enabling you to control the robot and customize cleaning modes with ease. Its simple and intuitive interface enhances your pool maintenance experience, ensuring optimal performance and convenience every time.",2966.0,,,,"Oct 21, 2024",,Varies with device,2024-10
