pkg_name,title,developer,developer_id,category,content_rating,installs,score,ratings,reviews,released,updated,version,description,features,contains_ads,privacy_policy,size_mb,min_android_version
com.netopsun.midrone420,MIDRONE 420,A6 EUROPE,A6+EUROPE,,Everyone,"5,000+",,,,"Jan 10, 2024",,Varies with device,"MIDRONE  VISION 420 can control the 4-axis aircraft by WiFi on the Android smartphone, and also can get the real time video from the aircraft, and take the photo and save the video.",,False,https://app.netopsun.com/privacy_policy.html,,
com.lcfld.trbfpv,TRB FPV,LcForever,LcForever,,Everyone,"100,000+",3.4666667,277.0,26.0,"Aug 10, 2022",1756294900.0,1.0.5,"The specific functions are as follows:
1. Voice control
2. Manual control
3. Trajectory flight
4. Induction control of mobile gyroscope
5. Headless mode  
6. VR real picture
7. Hand taking video",,False,http://www.feilingda.com/PackSys/upload/appVer/Privacy_en.htm,,
com.cooingdv.rcfpv,RC FPV,cooingdv,cooingdv,,Everyone,"5,000,000+",3.04,9433.0,442.0,"Oct 12, 2020",1759892198.0,1.8.0,"The APP uses wireless WIF HD image transmission technology to control the flight of the quadcopter. It can be connected to the WIFI of the quadcopter to control the flight through the joystick and display the real-time streaming screen of the aircraft camera. It can take pictures, videos, view photos and videos, and have functions such as gravity sensing to control the aircraft flight, draw trajectory automatic flight, and VR mode.",,True,https://498227125.wixsite.com/mysite,,
com.rxdrone.gpskai,KAI FLY,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"10,000+",3.1818182,83.0,6.0,"Nov 13, 2023",,Varies with device,The App connects and controls the aircraft via WIFI. The APP can save photos and videos of the aircraft. The APP can also remotely control the aircraft and observe its position on a map.,,False,https://writer.zoho.com.cn/writer/open/dfpvf7967375122b5460b9ca6304dfb70197a,,
com.yahboomrobot,Yahboom Robot,Yahboom Technology,Yahboom+Technology,,Everyone,"10,000+",2.7142856,43.0,10.0,"Mar 4, 2020",1731497867.0,2.1.9,"YahboomRobot APP is a robot control software in smart devices. Everyone can directly control Yahboom robots using official controller in the software.


Features:
-Brand New UI Design, User-Friendly Interface. 
-Stronger Controllability, Simpler Way to Learn STEM：STEM education becomes easy & fun as you can also master robot freely to sing, dance or light. 
-Supporting Yahboom Robot car: Jetbot, Roboduino, Omniduino, G1 Tank, 4WD Robot car, TrikeBot car, 6WD robot, micro:bit camera platform.
-Multi-Language User Interface :Chinese, Traditional Chinese, English.

Support:
-You can visit the official website: www.yahboom.com for more information
-Support email: support@yahboom.com",,False,https://sites.google.com/view/yahboom-privacy,,
com.keyitech.loona,Loona,"KEYi Technology  Co., Ltd.","KEYi+Technology+%C2%A0Co.,+Ltd.",,Everyone,"100,000+",3.4356437,580.0,72.0,"Dec 3, 2022",1766202756.0,2.8.2,"Loona APP is a mobile control and programming software developed for Loona robots. Rich robot application scenarios are provided in the application. Users can experience various robot control and functions by connecting robots according to software guidance. The robot can be controlled in the APP to perform talent shows, play small games, and also enter the community to communicate with other users.",,False,https://loonaweb.keyirobot.cn/web/protocol/index?lan=en,,
appinventor.ai_makerslabfablab.Arm_Robot_Control,Arm Robot Control Makerslab,Makerslab.it,Makerslab.it,,Everyone,"1,000+",,,,"Jan 8, 2024",,Varies with device,"With this application you can control robotic arms equipped with HC-05 or HC-06 Bluetooth modules and Arduino board.

You can find instructions on assembly and programming of our Robotic Arms in our project area.

https://www.makerslab.it/progetti/

INSTRUCTIONS:
Before using this application you will need to pair the Bluetooth module with your Android device.

Once paired, open the ""Makerslab Arm Robot Control"" application, tap on ""Connect"" and select the previously paired Bluetooth Module.
————
Commands → Associated letters
Caliper opening → S
Clamp Closing → s
Gripper rotation + → C
Gripper Rotation – → c
Wrist Rotation + → Q
Wrist Rotation – → q
Elbow Rotation + → T
Elbow Rotation – → t
Shoulder Rotation + → R
Shoulder Rotation – → d
Base Rotation + → U
Basic Rotation – → u
Speed ​​Control → 0 .. 9
Save Point →
Go Home → H
Run → E
RESET → Z",,False,https://www.makerslab.it/privacy-app-arm-robot-control-makerslab/,,
com.robot.meteer,Meteer,"Duchongyang Trading Co., Ltd","Duchongyang+Trading+Co.,+Ltd",,Everyone,100+,,,,"Jun 26, 2024",,Varies with device,"This is a control tool for the Meteer robot. It can be connected to the Meteer robot through Bluetooth data. The orientation control, expression display, and action display of the Meteer robot can be managed via the remote control page. Moreover, it can assist the Meteer robot in establishing a network connection through the WiFi networking page",,False,https://docs.google.com/document/d/1gCb0X1mRKgdCJ7MM1Wr7eCxVRIW_WnkSxahbOhOe52U/edit?usp=sharing,,
org.revolutionrobotics.robotcontroller,Revolution Robotics,STEAM Academy PRO,6471809010708349272,,Everyone,"1,000+",0.0,0.0,0.0,"Nov 15, 2019",1725454919.0,2.9.0,"Revolution Robotics is reshaping the robotics paradigm. Step into a world of endless possibilities. You can now build, code, and program robots, turning complex concepts into enjoyable and accessible experiences. Seamlessly sync our Challenge Kit with your mobile or tablet device using Bluetooth and take the driver's seat of your robot creations.

Make use of our comprehensive build guides or let your ideas fly free with your own robot designs – our platform champions open-source, hackable creations. So fire up your imagination and enter the realm of robotics to unleash your creations.  Pair your Challenge Kit now, dive into a universe of learning, and join a community of inventors.

One app. One kit. Infinite robotic adventures!",,False,https://steamacademy.pro/privacy-policy,,
com.unitree.doggo2,Unitree Go,Unitree Robotics,Unitree+Robotics,,Everyone,"10,000+",3.1818182,53.0,8.0,"Sep 1, 2023",,Varies with device,"key spotlight of the App
1. AI large language model
Embodied AI: AI+robot; large language model empowerment makes human-robot interaction more interesting
2. OTA upgrades
After being authorized by user, the robot will connect to Unitree Cloud to upgrade its programme via OTA, thus enhancing user experience.
3. HD image quality
High-quality image transmission enables users to enjoy smooth video and distinct image
4. Intelligent Avoidance
Agile 4D LiDAR L1 detects forward obstacles, realizes intelligent avoidance and maps and plots the real 3D world.
5. Precise control
Dual stickers for precise control, real-time monitoring of the shooting screen and point cloud map; push button for easy mode switching.
6. Graphical Programming 
Optimized and easy-understanding graphical programming makes program design available within simple operations.",,False,https://marketing.unitree.com/go2En/docPrivacy.html,,
com.companyname.ALLUXRemoteController,Remote Control App for ALLUX2,Nabtesco Corporation,Nabtesco+Corporation,,Everyone,500+,0.0,0.0,0.0,"Sep 29, 2020",,Varies with device,"Please note that this app is a dedicated app used only by ALLUX user, certified prosthetists in charge of the ALLUX user and also who have attended the Nabtesco ALLUX certification seminar.

Using the ALLUX remote control app, ALLUX user can easily switch to 5 different walking
modes according to the situation on daily life of each user.

This app consists of the following functions (1) to (5), and ALLUX user can freely use without any restrictions.

(1) Changes to 5 different walking mode
(2) Display on remaining battery level
(3) Reference to ALLUX data
(4) Bluetooth reconnection setting
(5) Changes to the name on each walking mode

The display of this app supports Japanese and English. In the future, we plan to support
multiple languages other than Japanese and English.

For details of this app, see the instruction manual of the Remote Control App.
The Remote Control App instruction manual is a PDF format instruction manual, so you need to install Adobe Acrobat Reader separately.

Manufacturer: Nabtesco Corporation https://www.nabtesco.com/",,False,https://www.nabtesco.com/privacypolicy.html,,
org.powerpong.robot,Power Pong Robot,Power Pong,Power+Pong,,Everyone,"1,000+",4.923077,30.0,5.0,"Oct 5, 2019",1764123464.0,2.6.4,"This app is the perfect companion to your Power Pong robot.  Connect wirelessly to your robot and run drills from your phone.

We have designed our app with many types of users in mind - from those that are learning the fundamentals to those who compete in high-level tournaments.

Feature Overview:

• Create and save drills to run wirelessly on your Power Pong robot
• Drills can hold up to 8 unique balls
• Loaded with a rich variety of preset drills for you to get started
• Speed, spin, and placement of each ball can be individually adjusted
• For ease of use, trajectory is automatically calculated for every ball, but can also be manually adjusted
• Search and sort your drills using customizable tags
• Randomize drills for irregular play or mirror drills for opposite handed players
• Run drills at up to 120 balls per minute for a set duration or indefinitely
• Simulate match situations by grouping drills together and playing them in a specific sequence
• Feeling tired?  Add a timed break before the drill automatically restarts
• Share of drills between friends and coaches

If you run into any issues using the application or have any feedback that you want to share, please send an email to support@powerpong.org",,False,https://www.powerpong.org/pages/privacy-policy,,
com.luwu.xgo_robot,XGO,LuwuDynamics,LuwuDynamics,,Everyone,"5,000+",0.0,0.0,0.0,"Jul 21, 2021",,Varies with device,"Quadruped robot XGO controller, using mobile phone Bluetooth to realize the function of robot control, set up a bridge to communicate with XGO! 
*It is suitable for Android mobile phone, with simple interface, rich functions and full of fun.",,False,https://www.xgorobot.com/en.html,,
com.ubtechinc.ugot,UGOT,Ubtech Robotics Corp Ltd,Ubtech+Robotics+Corp+Ltd,,Everyone,"1,000+",0.0,0.0,0.0,"Sep 19, 2023",,Varies with device,"UGOT App provides 3D construction guidance, link control, and other innovative and fun application modes for your UGOT robot.
The UGOT robot has an innovative structural system that can support the construction of different models. As a result，it can support a variety of game playings. We will continue to update robot applications for various forms on the app. Hope you will like our UGOT robot and UGOT App.",,False,https://assets-new.ubtrobot.com/gdpr/600002/pro/v0.1.1/en/PrivacyPolicy_en.html,,
com.shiftrobotics.android,Shift Robotics,Shift Robotics,Shift+Robotics,,Everyone,500+,3.0,10.0,6.0,"Apr 23, 2024",1767599689.0,4.0.5,"At Shift, we understand that life moves fast, but not every moment should be a blur. Our innovative footwear allows you to accelerate at will, reaching the speed of a run with the ease of a stroll. Yet, unlike the insulated bubble of a car, Moonwalkers keep you connected to the world around you, letting you savor the subtle beauties that make each journey unique.",,False,https://help.shiftrobotics.cn/privacyPolicy/en.html,,
